+RX 10,4a4a4a4a520103520502
+RX 10,4a4a4a4a520103520503
+RX 10,4a4a4a4a520103520504
+RX 10,4a4a4a4a520103520505
+RX 10,4a4a4a4a520103520500
+RX 14,52010352180103c241be52d84860
+RX 10,180103c2520103520501
2021-03-12 12:10:04.902929: +RX 60,180103c2520103524d5730d94a60908e0000ff8e0000729a000033aa00001128b200d7fff5fffd0f0000000000006b8e0000066300006cc5b3120100,-47,9
2021-03-12 12:10:07.113229: +RX 22,52010352180103c2426e474c4b60100e000058022d02,-68,11
2021-03-12 12:10:12.034463: +RX 64,180103c252010352495830d94a60f12ca33d0f14e33ae25a5e3b66017c3b6f91b83c7827173c964f283cbb6b883a2a3d953bb8d4c23aab2da93c000000003203,-45,12
2021-03-12 12:10:13.871878: +RX 16,52010352180103c24a524e4c4b603203,-68,11
2021-03-12 12:10:18.517556: +RX 60,180103c2520103524d5940e74a60ab8e00001c8f00006f9a000026aa00001128b200d7fff6fffd0f000000000000608e0000c5630000d0c5a6120100,-45,11
2021-03-12 12:10:21.041528: +RX 22,52010352180103c2426e544c4b60100e000058022d02,-68,10
2021-03-12 12:10:25.752296: +RX 64,180103c252010352495a40e74a6003a5833f000000006ba4263b5974493b2f7f973c0840b53bee0d563d00000000894d0f3fae59aa3bf7d8463ff399443b3203,-48,10
2021-03-12 12:10:27.530795: +RX 16,52010352180103c24a525c4c4b603203,-70,10
2021-03-12 13:10:08.794081: +RX 60,180103c2520103524d5b50f54a60bc8e00003d8f0000739a00002aaa00001128b100d7fff6fffd0f000000000000888e0000a8630000dac59e120100,-51,12
2021-03-12 13:10:11.240724: +RX 22,52010352180103c2426e5b5a4b60100e000058022d02,-70,10
2021-03-12 13:10:15.954713: +RX 64,180103c252010352495c50f54a601adfb63f583f633af3e3263b70317c3b4eb0d93cda23083c1ab3ad3e00000000b3598e3f3dca363c35288d3ffaf91f3c3203,-52,11
2021-03-12 13:10:17.794708: +RX 16,52010352180103c24a52625a4b603203,-70,10
2021-03-12 13:10:22.716143: +RX 60,180103c2520103524d5d60034b60de8e0000428f0000719a000014aa00001128b100d7fff6fffd0f0000000000006b8e0000cd630000d5c58d120100,-53,11
2021-03-12 13:10:24.963657: +RX 22,52010352180103c2426e685a4b60100e000058022d02,-70,10
2021-03-12 14:10:13.061354: +RX 64,180103c252010352495e60034b60dc9dc541815009429c32e441b7e6db415699cf412d76c5414cd77642ec088042cd466c42c7dc454216ea3d42e34634423203,-49,9
2021-03-12 14:10:14.961408: +RX 16,52010352180103c24a526f684b603203,-74,9
2021-03-12 14:10:19.879600: +RX 60,180103c2520103524d5f70114b60ba8e0000398f0000729a000026aa00001127b300d7fff6fffd0f0000000000006b8e000013630000d7c58e120100,-48,9
2021-03-12 14:10:22.049588: +RX 22,52010352180103c2426e75684b60100e000058022d02,-75,9
2021-03-12 14:10:26.988034: +RX 64,180103c252010352496070114b60debe0a43635b2543f2430343046cfd4205d2eb42ec25e04278417b437cc68f4325b991435aab85432c5e834368e967433203,-48,9
2021-03-12 14:10:28.891576: +RX 16,52010352180103c24a527d684b603203,-73,10
2021-03-12 15:10:06.192057: +RX 60,180103c2520103524d61811f4b60398e0000828e00006c9a00002faa00001126b900d6fff5fffc0f000000000000e78d0000ca610000d4c583120100,-49,9
2021-03-12 15:10:08.645340: +RX 22,52010352180103c2426e78764b60100e000058022d02,-76,9
2021-03-12 15:10:13.562377: +RX 64,180103c2520103524962811f4b606b6d48439cf66443360e39438fea3343c8141f43643816436899b1433fd5cd433e51d9430ec4c5432062c14330799d433203,-49,10
2021-03-12 15:10:15.198539: +RX 16,52010352180103c24a527f764b603203,-76,9
2021-03-12 15:10:20.114873: +RX 60,180103c2520103524d63902d4b608d8d0000c48d00006e9a000042aa00001126bb00d6fff5fffc0f000000000000e28c00002f5f0000cbc580120100,-49,9
2021-03-12 15:10:22.368044: +RX 22,52010352180103c2426e86764b60100e000058022d02,-75,10
